Airport,City,CountOfFlights,IATA,Latitude,Longitude,PathId,PointOrder
Key Field,"Meridian, MS",59,MEI,32.33259963989258,-88.75189971923828,2455,0
Hattiesburg Laurel Regional Airport,"Hattiesburg/Laurel, MS",0,PIB,31.467100143432614,-89.33709716796875,2455,1
Memphis International Airport,"Memphis, TN",527,MEM,35.04240036010742,-89.97669982910156,2456,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,2456,1
Memphis International Airport,"Memphis, TN",59,MEM,35.04240036010742,-89.97669982910156,2457,0
Baltimore/Washington International Thurgood Marshall Airport,"Baltimore, MD",0,BWI,39.17539978,-76.66829681,2457,1
Memphis International Airport,"Memphis, TN",209,MEM,35.04240036010742,-89.97669982910156,2458,0
Charlotte Douglas International Airport,"Charlotte, NC",0,CLT,35.2140007019043,-80.94309997558594,2458,1
Memphis International Airport,"Memphis, TN",3,MEM,35.04240036010742,-89.97669982910156,2459,0
Cincinnati Northern Kentucky International Airport,"Cincinnati, OH",0,CVG,39.0488014221,-84.6678009033,2459,1
Memphis International Airport,"Memphis, TN",118,MEM,35.04240036010742,-89.97669982910156,2460,0
Dallas Love Field,"Dallas, TX",0,DAL,32.84709930419922,-96.85179901123048,2460,1
Memphis International Airport,"Memphis, TN",80,MEM,35.04240036010742,-89.97669982910156,2461,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,2461,1
Memphis International Airport,"Memphis, TN",212,MEM,35.04240036010742,-89.97669982910156,2462,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,2462,1
Memphis International Airport,"Memphis, TN",120,MEM,35.04240036010742,-89.97669982910156,2463,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,2463,1
Memphis International Airport,"Memphis, TN",112,MEM,35.04240036010742,-89.97669982910156,2464,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,2464,1
Memphis International Airport,"Memphis, TN",110,MEM,35.04240036010742,-89.97669982910156,2465,0
William P Hobby Airport,"Houston, TX",0,HOU,29.64539909,-95.27890015,2465,1
Memphis International Airport,"Memphis, TN",165,MEM,35.04240036010742,-89.97669982910156,2466,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,2466,1
Memphis International Airport,"Memphis, TN",41,MEM,35.04240036010742,-89.97669982910156,2467,0
Los Angeles International Airport,"Los Angeles, CA",0,LAX,33.94250107,-118.40799709999999,2467,1
Memphis International Airport,"Memphis, TN",68,MEM,35.04240036010742,-89.97669982910156,2468,0
La Guardia Airport,"New York, NY",0,LGA,40.77719879,-73.87259674,2468,1
Memphis International Airport,"Memphis, TN",67,MEM,35.04240036010742,-89.97669982910156,2469,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,2469,1
Memphis International Airport,"Memphis, TN",119,MEM,35.04240036010742,-89.97669982910156,2470,0
Chicago Midway International Airport,"Chicago, IL",0,MDW,41.7859992980957,-87.75240325927734,2470,1
Memphis International Airport,"Memphis, TN",104,MEM,35.04240036010742,-89.97669982910156,2471,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,2471,1
Memphis International Airport,"Memphis, TN",7,MEM,35.04240036010742,-89.97669982910156,2472,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,2472,1
Memphis International Airport,"Memphis, TN",59,MEM,35.04240036010742,-89.97669982910156,2473,0
Phoenix Sky Harbor International Airport,"Phoenix, AZ",0,PHX,33.43429946899414,-112.01200103759766,2473,1
Memphis International Airport,"Memphis, TN",59,MEM,35.04240036010742,-89.97669982910156,2474,0
Tampa International Airport,"Tampa, FL",0,TPA,27.975500106811523,-82.533203125,2474,1
Mc Allen Miller International Airport,"Mission/McAllen/Edinburg, TX",128,MFE,26.17580032,-98.23860168,2475,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,2475,1
Mc Allen Miller International Airport,"Mission/McAllen/Edinburg, TX",180,MFE,26.17580032,-98.23860168,2476,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,2476,1
Rogue Valley International Medford Airport,"Medford, OR",71,MFR,42.37419891357422,-122.8730010986328,2477,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,2477,1
Rogue Valley International Medford Airport,"Medford, OR",220,MFR,42.37419891357422,-122.8730010986328,2478,0
San Francisco International Airport,"San Francisco, CA",0,SFO,37.61899948120117,-122.375,2478,1
Rogue Valley International Medford Airport,"Medford, OR",113,MFR,42.37419891357422,-122.8730010986328,2479,0
Salt Lake City International Airport,"Salt Lake City, UT",0,SLC,40.78839874267578,-111.97799682617188,2479,1
Montgomery Regional (Dannelly Field) Airport,"Montgomery, AL",354,MGM,32.30059814,-86.39399719,2480,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,2480,1
Montgomery Regional (Dannelly Field) Airport,"Montgomery, AL",32,MGM,32.30059814,-86.39399719,2481,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,2481,1
Manchester Airport,"Manchester, NH",59,MHT,42.93259811401367,-71.43569946289062,2482,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,2482,1
Manchester Airport,"Manchester, NH",1,MHT,42.93259811401367,-71.43569946289062,2483,0
Burlington International Airport,"Burlington, VT",0,BTV,44.471900939899996,-73.15329742429998,2483,1
Manchester Airport,"Manchester, NH",312,MHT,42.93259811401367,-71.43569946289062,2484,0
Baltimore/Washington International Thurgood Marshall Airport,"Baltimore, MD",0,BWI,39.17539978,-76.66829681,2484,1
Manchester Airport,"Manchester, NH",91,MHT,42.93259811401367,-71.43569946289062,2485,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,2485,1
Manchester Airport,"Manchester, NH",93,MHT,42.93259811401367,-71.43569946289062,2486,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,2486,1
Manchester Airport,"Manchester, NH",142,MHT,42.93259811401367,-71.43569946289062,2487,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,2487,1
Manchester Airport,"Manchester, NH",121,MHT,42.93259811401367,-71.43569946289062,2488,0
Chicago Midway International Airport,"Chicago, IL",0,MDW,41.7859992980957,-87.75240325927734,2488,1
Manchester Airport,"Manchester, NH",66,MHT,42.93259811401367,-71.43569946289062,2489,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,2489,1
Manchester Airport,"Manchester, NH",67,MHT,42.93259811401367,-71.43569946289062,2490,0
Tampa International Airport,"Tampa, FL",0,TPA,27.975500106811523,-82.533203125,2490,1
Miami International Airport,"Miami, FL",899,MIA,25.79319953918457,-80.29060363769531,2491,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,2491,1
Miami International Airport,"Miami, FL",46,MIA,25.79319953918457,-80.29060363769531,2492,0
Austin Bergstrom International Airport,"Austin, TX",0,AUS,30.194499969482425,-97.6698989868164,2492,1
Miami International Airport,"Miami, FL",53,MIA,25.79319953918457,-80.29060363769531,2493,0
Bradley International Airport,"Hartford, CT",0,BDL,41.9388999939,-72.68319702149999,2493,1
Miami International Airport,"Miami, FL",413,MIA,25.79319953918457,-80.29060363769531,2494,0
General Edward Lawrence Logan International Airport,"Boston, MA",0,BOS,42.36429977,-71.00520325,2494,1
Miami International Airport,"Miami, FL",139,MIA,25.79319953918457,-80.29060363769531,2495,0
Baltimore/Washington International Thurgood Marshall Airport,"Baltimore, MD",0,BWI,39.17539978,-76.66829681,2495,1
Miami International Airport,"Miami, FL",460,MIA,25.79319953918457,-80.29060363769531,2496,0
Charlotte Douglas International Airport,"Charlotte, NC",0,CLT,35.2140007019043,-80.94309997558594,2496,1
Miami International Airport,"Miami, FL",531,MIA,25.79319953918457,-80.29060363769531,2497,0
Ronald Reagan Washington National Airport,"Washington, DC",0,DCA,38.8521,-77.037697,2497,1
Miami International Airport,"Miami, FL",267,MIA,25.79319953918457,-80.29060363769531,2498,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,2498,1
Miami International Airport,"Miami, FL",605,MIA,25.79319953918457,-80.29060363769531,2499,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,2499,1
Miami International Airport,"Miami, FL",242,MIA,25.79319953918457,-80.29060363769531,2500,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,2500,1
Miami International Airport,"Miami, FL",62,MIA,25.79319953918457,-80.29060363769531,2501,0
Eagle County Regional Airport,"Eagle, CO",0,EGE,39.64260101,-106.9179993,2501,1
Miami International Airport,"Miami, FL",505,MIA,25.79319953918457,-80.29060363769531,2502,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,2502,1
Miami International Airport,"Miami, FL",118,MIA,25.79319953918457,-80.29060363769531,2503,0
Washington Dulles International Airport,"Washington, DC",0,IAD,38.94449997,-77.45580292,2503,1
Miami International Airport,"Miami, FL",520,MIA,25.79319953918457,-80.29060363769531,2504,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,2504,1
Miami International Airport,"Miami, FL",580,MIA,25.79319953918457,-80.29060363769531,2505,0
John F Kennedy International Airport,"New York, NY",0,JFK,40.63980103,-73.77890015,2505,1
Miami International Airport,"Miami, FL",244,MIA,25.79319953918457,-80.29060363769531,2506,0
McCarran International Airport,"Las Vegas, NV",0,LAS,36.08010101,-115.15200039999999,2506,1
Miami International Airport,"Miami, FL",476,MIA,25.79319953918457,-80.29060363769531,2507,0
Los Angeles International Airport,"Los Angeles, CA",0,LAX,33.94250107,-118.40799709999999,2507,1
Miami International Airport,"Miami, FL",1071,MIA,25.79319953918457,-80.29060363769531,2508,0
La Guardia Airport,"New York, NY",0,LGA,40.77719879,-73.87259674,2508,1
Miami International Airport,"Miami, FL",39,MIA,25.79319953918457,-80.29060363769531,2509,0
Kansas City International Airport,"Kansas City, MO",0,MCI,39.2976,-94.713898,2509,1
Miami International Airport,"Miami, FL",531,MIA,25.79319953918457,-80.29060363769531,2510,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,2510,1
Miami International Airport,"Miami, FL",178,MIA,25.79319953918457,-80.29060363769531,2511,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,2511,1
Miami International Airport,"Miami, FL",63,MIA,25.79319953918457,-80.29060363769531,2512,0
Louis Armstrong New Orleans International Airport,"New Orleans, LA",0,MSY,29.99340057373047,-90.25800323486328,2512,1
Miami International Airport,"Miami, FL",729,MIA,25.79319953918457,-80.29060363769531,2513,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,2513,1
Miami International Airport,"Miami, FL",421,MIA,25.79319953918457,-80.29060363769531,2514,0
Philadelphia International Airport,"Philadelphia, PA",0,PHL,39.87189865112305,-75.24109649658203,2514,1
Miami International Airport,"Miami, FL",170,MIA,25.79319953918457,-80.29060363769531,2515,0
Phoenix Sky Harbor International Airport,"Phoenix, AZ",0,PHX,33.43429946899414,-112.01200103759766,2515,1
Miami International Airport,"Miami, FL",185,MIA,25.79319953918457,-80.29060363769531,2516,0
Raleigh Durham International Airport,"Raleigh/Durham, NC",0,RDU,35.877601623535156,-78.7874984741211,2516,1
Miami International Airport,"Miami, FL",68,MIA,25.79319953918457,-80.29060363769531,2517,0
San Diego International Airport,"San Diego, CA",0,SAN,32.7336006165,-117.190002441,2517,1
Miami International Airport,"Miami, FL",47,MIA,25.79319953918457,-80.29060363769531,2518,0
San Antonio International Airport,"San Antonio, TX",0,SAT,29.533700942993164,-98.46980285644531,2518,1
Miami International Airport,"Miami, FL",59,MIA,25.79319953918457,-80.29060363769531,2519,0
Seattle Tacoma International Airport,"Seattle, WA",0,SEA,47.44900131225586,-122.30899810791016,2519,1
Miami International Airport,"Miami, FL",291,MIA,25.79319953918457,-80.29060363769531,2520,0
San Francisco International Airport,"San Francisco, CA",0,SFO,37.61899948120117,-122.375,2520,1
Miami International Airport,"Miami, FL",421,MIA,25.79319953918457,-80.29060363769531,2521,0
Luis Munoz Marin International Airport,"San Juan, PR",0,SJU,18.4393997192,-66.0018005371,2521,1
Miami International Airport,"Miami, FL",104,MIA,25.79319953918457,-80.29060363769531,2522,0
Salt Lake City International Airport,"Salt Lake City, UT",0,SLC,40.78839874267578,-111.97799682617188,2522,1
Miami International Airport,"Miami, FL",118,MIA,25.79319953918457,-80.29060363769531,2523,0
Lambert St Louis International Airport,"St. Louis, MO",0,STL,38.74869918823242,-90.37000274658205,2523,1
Miami International Airport,"Miami, FL",196,MIA,25.79319953918457,-80.29060363769531,2524,0
Cyril E. King Airport,"Charlotte Amalie, VI",0,STT,18.337299346923828,-64.97339630126953,2524,1
Miami International Airport,"Miami, FL",112,MIA,25.79319953918457,-80.29060363769531,2525,0
Henry E Rohlsen Airport,"Christiansted, VI",0,STX,17.701900482177734,-64.79859924316406,2525,1
Miami International Airport,"Miami, FL",295,MIA,25.79319953918457,-80.29060363769531,2526,0
Tampa International Airport,"Tampa, FL",0,TPA,27.975500106811523,-82.533203125,2526,1
Miami International Airport,"Miami, FL",8,MIA,25.79319953918457,-80.29060363769531,2527,0
Tulsa International Airport,"Tulsa, OK",0,TUL,36.19839859008789,-95.88809967041016,2527,1
General Mitchell International Airport,"Milwaukee, WI",535,MKE,42.94720077514648,-87.89659881591797,2528,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,2528,1
General Mitchell International Airport,"Milwaukee, WI",93,MKE,42.94720077514648,-87.89659881591797,2529,0
General Edward Lawrence Logan International Airport,"Boston, MA",0,BOS,42.36429977,-71.00520325,2529,1
General Mitchell International Airport,"Milwaukee, WI",88,MKE,42.94720077514648,-87.89659881591797,2530,0
Baltimore/Washington International Thurgood Marshall Airport,"Baltimore, MD",0,BWI,39.17539978,-76.66829681,2530,1
General Mitchell International Airport,"Milwaukee, WI",90,MKE,42.94720077514648,-87.89659881591797,2531,0
Cleveland Hopkins International Airport,"Cleveland, OH",0,CLE,41.411701202399996,-81.8498001099,2531,1
General Mitchell International Airport,"Milwaukee, WI",47,MKE,42.94720077514648,-87.89659881591797,2532,0
Cincinnati Northern Kentucky International Airport,"Cincinnati, OH",0,CVG,39.0488014221,-84.6678009033,2532,1
General Mitchell International Airport,"Milwaukee, WI",59,MKE,42.94720077514648,-87.89659881591797,2533,0
Dallas Love Field,"Dallas, TX",0,DAL,32.84709930419922,-96.85179901123048,2533,1
General Mitchell International Airport,"Milwaukee, WI",118,MKE,42.94720077514648,-87.89659881591797,2534,0
Ronald Reagan Washington National Airport,"Washington, DC",0,DCA,38.8521,-77.037697,2534,1
General Mitchell International Airport,"Milwaukee, WI",337,MKE,42.94720077514648,-87.89659881591797,2535,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,2535,1
General Mitchell International Airport,"Milwaukee, WI",181,MKE,42.94720077514648,-87.89659881591797,2536,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,2536,1
General Mitchell International Airport,"Milwaukee, WI",314,MKE,42.94720077514648,-87.89659881591797,2537,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,2537,1
General Mitchell International Airport,"Milwaukee, WI",152,MKE,42.94720077514648,-87.89659881591797,2538,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,2538,1
General Mitchell International Airport,"Milwaukee, WI",67,MKE,42.94720077514648,-87.89659881591797,2539,0
Fort Lauderdale Hollywood International Airport,"Fort Lauderdale, FL",0,FLL,26.072599411010746,-80.15270233154297,2539,1
General Mitchell International Airport,"Milwaukee, WI",97,MKE,42.94720077514648,-87.89659881591797,2540,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,2540,1
General Mitchell International Airport,"Milwaukee, WI",234,MKE,42.94720077514648,-87.89659881591797,2541,0
McCarran International Airport,"Las Vegas, NV",0,LAS,36.08010101,-115.15200039999999,2541,1
General Mitchell International Airport,"Milwaukee, WI",59,MKE,42.94720077514648,-87.89659881591797,2542,0
Los Angeles International Airport,"Los Angeles, CA",0,LAX,33.94250107,-118.40799709999999,2542,1
General Mitchell International Airport,"Milwaukee, WI",161,MKE,42.94720077514648,-87.89659881591797,2543,0
La Guardia Airport,"New York, NY",0,LGA,40.77719879,-73.87259674,2543,1
General Mitchell International Airport,"Milwaukee, WI",93,MKE,42.94720077514648,-87.89659881591797,2544,0
Kansas City International Airport,"Kansas City, MO",0,MCI,39.2976,-94.713898,2544,1
General Mitchell International Airport,"Milwaukee, WI",287,MKE,42.94720077514648,-87.89659881591797,2545,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,2545,1
General Mitchell International Airport,"Milwaukee, WI",424,MKE,42.94720077514648,-87.89659881591797,2546,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,2546,1
General Mitchell International Airport,"Milwaukee, WI",648,MKE,42.94720077514648,-87.89659881591797,2547,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,2547,1
General Mitchell International Airport,"Milwaukee, WI",270,MKE,42.94720077514648,-87.89659881591797,2548,0
Phoenix Sky Harbor International Airport,"Phoenix, AZ",0,PHX,33.43429946899414,-112.01200103759766,2548,1
General Mitchell International Airport,"Milwaukee, WI",151,MKE,42.94720077514648,-87.89659881591797,2549,0
Southwest Florida International Airport,"Fort Myers, FL",0,RSW,26.53619956970215,-81.75520324707031,2549,1
General Mitchell International Airport,"Milwaukee, WI",59,MKE,42.94720077514648,-87.89659881591797,2550,0
San Diego International Airport,"San Diego, CA",0,SAN,32.7336006165,-117.190002441,2550,1
General Mitchell International Airport,"Milwaukee, WI",63,MKE,42.94720077514648,-87.89659881591797,2551,0
Seattle Tacoma International Airport,"Seattle, WA",0,SEA,47.44900131225586,-122.30899810791016,2551,1
General Mitchell International Airport,"Milwaukee, WI",59,MKE,42.94720077514648,-87.89659881591797,2552,0
San Francisco International Airport,"San Francisco, CA",0,SFO,37.61899948120117,-122.375,2552,1
General Mitchell International Airport,"Milwaukee, WI",60,MKE,42.94720077514648,-87.89659881591797,2553,0
Lambert St Louis International Airport,"St. Louis, MO",0,STL,38.74869918823242,-90.37000274658205,2553,1
General Mitchell International Airport,"Milwaukee, WI",108,MKE,42.94720077514648,-87.89659881591797,2554,0
Tampa International Airport,"Tampa, FL",0,TPA,27.975500106811523,-82.533203125,2554,1
Muskegon County Airport,"Muskegon, MI",110,MKG,43.16949844,-86.23819733,2555,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,2555,1
Melbourne International Airport,"Melbourne, FL",216,MLB,28.10280036926269,-80.64530181884766,2556,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,2556,1
Quad City International Airport,"Moline, IL",167,MLI,41.44850158691406,-90.50749969482422,2557,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,2557,1
Quad City International Airport,"Moline, IL",3,MLI,41.44850158691406,-90.50749969482422,2558,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,2558,1
Quad City International Airport,"Moline, IL",64,MLI,41.44850158691406,-90.50749969482422,2559,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,2559,1
Quad City International Airport,"Moline, IL",51,MLI,41.44850158691406,-90.50749969482422,2560,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,2560,1
Quad City International Airport,"Moline, IL",149,MLI,41.44850158691406,-90.50749969482422,2561,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,2561,1
Monroe Regional Airport,"Monroe, LA",212,MLU,32.51089859008789,-92.0376968383789,2562,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,2562,1
Monroe Regional Airport,"Monroe, LA",153,MLU,32.51089859008789,-92.0376968383789,2563,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,2563,1
Monroe Regional Airport,"Monroe, LA",109,MLU,32.51089859008789,-92.0376968383789,2564,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,2564,1
Mammoth Yosemite Airport,"Mammoth Lakes, CA",59,MMH,37.62409973,-118.83799740000002,2565,0
San Francisco International Airport,"San Francisco, CA",0,SFO,37.61899948120117,-122.375,2565,1
Mobile Regional Airport,"Mobile, AL",369,MOB,30.691200256348,-88.242797851562,2566,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,2566,1
Mobile Regional Airport,"Mobile, AL",134,MOB,30.691200256348,-88.242797851562,2567,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,2567,1
Mobile Regional Airport,"Mobile, AL",250,MOB,30.691200256348,-88.242797851562,2568,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,2568,1
Mobile Regional Airport,"Mobile, AL",51,MOB,30.691200256348,-88.242797851562,2569,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,2569,1
Minot International Airport,"Minot, ND",26,MOT,48.2593994140625,-101.27999877929688,2570,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,2570,1
Minot International Airport,"Minot, ND",147,MOT,48.2593994140625,-101.27999877929688,2571,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,2571,1
Sawyer International Airport,"Marquette, MI",110,MQT,46.3535995483,-87.39540100100001,2572,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,2572,1
Monterey Peninsula Airport,"Monterey, CA",228,MRY,36.58700180053711,-121.84300231933594,2573,0
Los Angeles International Airport,"Los Angeles, CA",0,LAX,33.94250107,-118.40799709999999,2573,1
Monterey Peninsula Airport,"Monterey, CA",126,MRY,36.58700180053711,-121.84300231933594,2574,0
Phoenix Sky Harbor International Airport,"Phoenix, AZ",0,PHX,33.43429946899414,-112.01200103759766,2574,1
Monterey Peninsula Airport,"Monterey, CA",112,MRY,36.58700180053711,-121.84300231933594,2575,0
San Francisco International Airport,"San Francisco, CA",0,SFO,37.61899948120117,-122.375,2575,1
Dane County Regional Truax Field,"Madison, WI",164,MSN,43.13990020751953,-89.3375015258789,2576,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,2576,1
Dane County Regional Truax Field,"Madison, WI",135,MSN,43.13990020751953,-89.3375015258789,2577,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,2577,1
Dane County Regional Truax Field,"Madison, WI",246,MSN,43.13990020751953,-89.3375015258789,2578,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,2578,1
Dane County Regional Truax Field,"Madison, WI",62,MSN,43.13990020751953,-89.3375015258789,2579,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,2579,1
Dane County Regional Truax Field,"Madison, WI",10,MSN,43.13990020751953,-89.3375015258789,2580,0
La Guardia Airport,"New York, NY",0,LGA,40.77719879,-73.87259674,2580,1
Dane County Regional Truax Field,"Madison, WI",24,MSN,43.13990020751953,-89.3375015258789,2581,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,2581,1
Dane County Regional Truax Field,"Madison, WI",164,MSN,43.13990020751953,-89.3375015258789,2582,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,2582,1
Dane County Regional Truax Field,"Madison, WI",410,MSN,43.13990020751953,-89.3375015258789,2583,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,2583,1
Dane County Regional Truax Field,"Madison, WI",48,MSN,43.13990020751953,-89.3375015258789,2584,0
Salt Lake City International Airport,"Salt Lake City, UT",0,SLC,40.78839874267578,-111.97799682617188,2584,1
Missoula International Airport,"Missoula, MT",46,MSO,46.91630173,-114.0910034,2585,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,2585,1
Missoula International Airport,"Missoula, MT",53,MSO,46.91630173,-114.0910034,2586,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,2586,1
Missoula International Airport,"Missoula, MT",166,MSO,46.91630173,-114.0910034,2587,0
Salt Lake City International Airport,"Salt Lake City, UT",0,SLC,40.78839874267578,-111.97799682617188,2587,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",1,MSP,44.8819999695,-93.22180175780001,2588,0
Albuquerque International Sunport Airport,"Albuquerque, NM",0,ABQ,35.04019927978516,-106.60900115966795,2588,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",118,MSP,44.8819999695,-93.22180175780001,2589,0
Aberdeen Regional Airport,"Aberdeen, SD",0,ABR,45.44910049438477,-98.42179870605469,2589,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",1,MSP,44.8819999695,-93.22180175780001,2590,0
Albany International Airport,"Albany, NY",0,ALB,42.74829864501953,-73.80169677734375,2590,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",53,MSP,44.8819999695,-93.22180175780001,2591,0
Ted Stevens Anchorage International Airport,"Anchorage, AK",0,ANC,61.174400329589844,-149.99600219726562,2591,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",2,MSP,44.8819999695,-93.22180175780001,2592,0
Aspen-Pitkin Co/Sardy Field,"Aspen, CO",0,ASE,39.22320175,-106.8690033,2592,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",834,MSP,44.8819999695,-93.22180175780001,2593,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,2593,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",77,MSP,44.8819999695,-93.22180175780001,2594,0
Appleton International Airport,"Appleton, WI",0,ATW,44.258098602299995,-88.51909637450001,2594,1
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",47,MSP,44.8819999695,-93.22180175780001,2595,0
Austin Bergstrom International Airport,"Austin, TX",0,AUS,30.194499969482425,-97.6698989868164,2595,1
